Respondent ID,Start Date,End Date,language,Please rate how often you listen to music:,,,,,,,Please write down below:,,,,Please rate how much you experience each of the following items when listening to the piece you just named,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How important are the lyrics compared to the music of the piece for you?,Please rate how often you listen to the piece you just named:,,,,,,,Tell us more: Why did you choose this piece of music? (Optional),What is your age (in years)?,What is your gender?,Please select the country in which you spent most of your childhood,Please select the country in which you mostly lived since you were 18 years old,Please select your country of residence,Which of the aforementioned countries best defines your cultural identity?,What is your highest level of education?,,Which title describes you best?,What is your current employment status?,,How would you consider your economic situation respective to your country of residence?,To what extent do you consider music to be beneficial for your wellbeing?,"Below are 16 statements with which you may agree or disagree. Using the 1-7 scale below, please indicate how much you agree with each statement.",,,,,,,,,,,,,,,,"Here are a number of personality traits that may or may not apply to you. Please indicate the extent to which you agree or disagree with each statement. You should rate the extent to which the pair of traits applies to you, even if one characteristic applies more strongly than the other.I see myself as:",,,,,,,,,
,,,,"for background purposes (e.g. when doing something else, help pass the time, or set the atmosphere)",to bring up memories (e.g. by listening to music that takes you back to a certain time or reminds you of loved ones such as friends or relatives),"to have fun (e.g. to feel good, enjoy yourself, seek some entertainment)","to feel music's emotions (e.g. by experiencing music’s emotions, being immersed and moved by them, letting the music evoke emotions in you)","to change your mood (e.g. when you want to relax, feel better, feel focused or creative, vent out negative thoughts or feelings, seek comfort, or feel less lonely)","to express yourself (e.g. to relate with and express your own identity, your social identity, your culture, or to reflect on values and attitudes)","to feel connected to other people (e.g. by sharing music, going to concerts together, bonding with the artists or other fans)",The name of the artist:,The title of the piece of music:,The album of the piece (Optional):,A link to the specific version of the piece you prefer (Optional):,Relaxation,Spirituality,Consolation,Security,Strength,Enthusiasm,Pride,Freedom,Happiness,Pleasure,Love,Sadness,Longing,Vulnerability,Being moved,Nostalgia,Tenderness,Empathy,Curiousity,Amusement,Anger,Tension,Belonging,Loneliness,Pain,Beauty,Eroticism,Energy,Agression,Fear,Dreaminess,Triumph,Rebelliousness,"If there are <strong>other emotions</strong> that you associate with this piece, please name them in the box below:",Response,for background purposes,to bring up memories,to have fun,to feel music's emotions,to change your mood,to express yourself,to feel connected to other people,Open-Ended Response,Response,Response,Response,Response,Response,Response,Response,Other (please specify),Response,Response,Other (please specify),Response,Response,I'd rather depend on myself than others,I rely on myself most of the time; I rarely rely on others,"I often do ""my own thing""","My personal identity, independent of others, is very important to me",It is important that I do my job better than others,Winning is everything,Competition is the law of nature,"When another person does better than I do, I get tense and aroused","If a colleague gets a prize, I would feel proud",The well-being of my colleagues is important to me,"To me, pleasure is spending time with others",I feel good when I cooperate with others,Parents and children must stay together as much as possible,"It is my duty to take care of my family, even when I have to sacrifice what I want","Family members should stick together, no matter what sacrifices are required",It is important to me that I respect the decisions made by my groups,"Extraverted, enthusiastic","Critical, quarrelsome","Dependable, self-disciplined","Anxious, easily upset","Open to new experiences, complex","Reserved, quiet","Sympathetic, warm","Disorganized, careless","Calm, emotionally stable","Conventional, uncreative"
12316103202,01/12/2021 05:24:11 AM,01/12/2021 05:32:00 AM,en,5,1,4,2,1,2,3,Dvorak,New World Symphony,,https://youtu.be/Qut5e3OfCvg,3,3,1,1,4,3,4,4,4,4,2,2,4,3,4,1,2,2,2,1,2,2,3,2,3,1,2,4,4,3,2,4,4,,1,1,2,1,5,3,1,1,It just happened to be my very first symphony orchestra experience and they played this. I still get chills thinking about this. ,14,2,77,77,77,77,5,,2,4,,3,3,3,5,4,7,6,5,6,5,7,6,7,7,7,6,6,6,7,6,5,3,7,2,1,5,4,6
12316076142,01/12/2021 05:05:31 AM,01/12/2021 05:17:02 AM,en,3,2,4,4,4,3,3,David Bazan,Harmless Sparks,Curse Your Branches,https://open.spotify.com/track/3Z1kTgSxqnaYTBdWzM9I5u?si=DivMKt1hR2aXKtHzygTmLw,3,4,4,3,3,3,2,3,3,3,2,3,2,3,3,1,4,4,4,3,1,1,4,2,2,3,1,3,1,2,1,2,3,,5,3,5,3,5,3,4,4,,29,2,185,185,185,185,4,,3,1,,2,3,6,5,6,5,5,3,3,4,6,6,5,7,4,5,5,6,4,3,3,4,5,5,5,5,5,3
12316078305,01/12/2021 05:07:11 AM,01/12/2021 05:15:02 AM,es,4,2,2,3,3,2,1,Coldplay,A rush of blood to the head,,,2,1,1,2,2,2,2,2,2,3,2,2,2,1,1,2,1,3,1,2,1,1,3,2,2,2,1,3,1,1,1,2,3,,4,4,2,1,3,3,3,1,,13,2,1,1,1,1,4,,1,4,,2,3,7,6,7,6,5,5,4,3,5,6,6,6,5,2,1,5,5,5,6,2,5,5,6,2,7,5
12316085285,01/12/2021 05:11:56 AM,01/12/2021 05:13:31 AM,en,4,3,4,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12316070266,01/12/2021 05:01:33 AM,01/12/2021 05:02:02 AM,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12316044367,01/12/2021 04:43:35 AM,01/12/2021 04:55:07 AM,en,5,1,4,4,2,4,2,Motörhead,I Ain't No Nice Guy,March or Die,https://www.youtube.com/watch?v=-xtbAuhhHjg,2,1,1,1,1,1,1,1,1,2,1,3,3,4,3,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,,5,3,1,2,5,2,4,1,I enjoy the tone of the song and I feel that I can relate to the story of the song well.,13,2,33,33,33,33,4,,2,1,,3,2,7,6,6,6,7,5,5,5,2,6,4,3,3,5,2,2,2,6,6,3,5,5,4,1,5,3
12316046484,01/12/2021 04:44:21 AM,01/12/2021 04:52:49 AM,en,4,3,4,2,4,3,2,aimee mann,save me,,,4,1,2,2,2,1,1,1,1,2,3,2,3,4,3,2,2,3,2,2,1,3,2,2,1,3,1,1,1,1,3,1,1,soothing,3,4,3,2,2,3,2,2,"beautiful song, listening to it a lot lately, have liked it for 20 years",24,1,185,33,33,33,5,,1,1,,3,2,6,6,5,7,4,2,3,3,5,7,7,7,6,6,5,6,6,3,6,2,3,2,6,2,7,5
12316051260,01/12/2021 04:45:07 AM,01/12/2021 04:48:54 AM,en,4,2,4,5,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315993536,01/12/2021 04:10:26 AM,01/12/2021 04:48:36 AM,pt,5,3,5,2,4,1,2,Maroon 5,She will be loved,,,3,1,3,2,1,4,3,3,4,4,1,1,4,3,2,4,1,1,1,4,1,1,3,1,1,2,1,3,1,2,4,2,1,,3,3,5,3,4,4,1,1,"Several years ago, I made a trip to the other side of the world that turned out to change my life forever. When the plane landed on the destination, this was the song that started to play before passengers disembarked. I was feeling excited and afraid at the same time and this song reminds me of my feelings and the good things that happened afterwards.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12316021487,01/12/2021 04:28:27 AM,01/12/2021 04:38:10 AM,en,4,4,3,5,4,4,1,"Josh A, Iamjakehill",Suicidal Thoughts,,,1,1,1,1,1,1,1,1,1,2,1,4,2,3,2,1,1,2,1,1,1,1,1,4,4,1,1,2,2,2,1,1,2,,5,4,3,3,4,4,4,2,,12,2,185,185,185,185,4,,2,4,,1,4,7,7,6,6,5,4,3,3,5,5,3,4,4,7,5,6,1,5,5,4,4,6,2,5,4,5
12316016311,01/12/2021 04:25:05 AM,01/12/2021 04:31:12 AM,en,2,2,5,4,3,3,5,Kanye West,Stronger,808s and heartbreak,,2,4,2,3,3,4,3,3,4,4,4,1,3,2,4,4,2,3,2,4,1,1,4,1,1,4,4,4,3,1,3,4,3,,3,3,5,5,5,3,4,3,Glastonbury music festival became a cornerstone of my life. Kanye West was the first headliner I saw there and he opened with stronger. I had also seen him close with that song 6 years earlier at my first concert ,14,2,1,1,1,1,5,,2,4,,2,4,6,7,6,5,6,1,5,2,6,7,5,6,1,6,6,2,5,6,6,5,6,5,7,6,5,1
12316005966,01/12/2021 04:18:40 AM,01/12/2021 04:25:53 AM,en,5,2,3,2,3,2,2,Vampire Weekend,Ya Hey,Modern Vampires of the City,,2,1,2,3,3,3,2,3,3,3,2,2,2,2,2,4,2,2,1,1,1,1,4,2,1,3,1,3,1,1,2,2,2,,3,4,4,3,4,1,2,2,VW is one of the few bands I loved in middle school and still love now (in university). It is nostalgic,12,1,185,185,185,185,2,,2,4,,3,3,6,3,5,5,6,3,1,4,5,5,6,5,4,5,4,4,2,3,3,6,7,6,6,6,5,5
12315990051,01/12/2021 04:08:32 AM,01/12/2021 04:17:12 AM,en,4,4,5,5,4,2,3,Beethoven,Moonlight Sonata,,,4,3,4,1,1,1,1,3,3,4,3,4,4,3,4,4,2,4,3,1,1,1,1,1,3,4,2,3,1,1,4,4,1,,1,,,,,,,,It is a great example of the mystery of music - why do we need it? What makes one set of notes haunt us?,42,2,1,185,185,1,4,,3,1,,3,4,3,3,5,6,5,1,5,4,4,6,4,6,6,7,6,5,4,1,6,5,6,3,7,4,4,3
12315961751,01/12/2021 03:51:01 AM,01/12/2021 04:16:50 AM,en,5,3,5,4,3,3,4,The Killers,All These Things  I've Done,Hot Fuss,,3,2,2,2,4,4,4,4,4,4,2,1,2,2,4,4,1,3,2,4,1,2,4,1,1,4,1,4,1,1,3,4,2,Accomplished,3,3,3,4,5,5,5,5,Its a great piece from a nearly flawless album that makes me feel good whenever I listen to it.,20,2,185,185,185,185,4,,3,1,,3,4,7,6,7,4,7,2,5,3,6,7,4,5,3,5,3,5,5,5,5,2,6,3,4,4,7,3
12316000547,01/12/2021 04:15:12 AM,01/12/2021 04:15:56 AM,en,5,2,3,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315985258,01/12/2021 04:05:28 AM,01/12/2021 04:06:25 AM,en,5,2,4,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315963118,01/12/2021 03:51:55 AM,01/12/2021 03:57:54 AM,en,5,3,5,5,5,5,5,Anastacia,Stay,Resurrection,,3,3,2,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,1,3,1,4,3,4,2,,5,2,5,2,5,5,5,5,I planned to end my own life but I heard this song live and I decided to keep fighting ,19,1,1,1,1,1,2,,2,7,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,
12315909018,01/12/2021 03:19:24 AM,01/12/2021 03:41:44 AM,en,2,4,3,3,4,2,1,unknown,Wild Mountain Thyme,unkown - the link is a similar version,https://www.youtube.com/watch?v=F_swPqk1F2s&ab_channel=JeffWarner-Topic,2,2,2,3,2,1,3,2,2,2,3,2,4,2,3,4,2,3,1,1,1,1,4,3,2,4,1,2,1,1,1,1,2,Longing ,3,1,4,1,4,1,1,1,This has always felt like a piece of music that brings up specific strong memories and emotions in me. I'm disappointed I can't find the proper artist- it's a version we had on CD when I was a kid and I've lost the metadata for the song.,21,1,185,185,185,185,5,,3,1,,2,2,2,5,5,2,2,1,1,1,7,7,6,7,6,6,3,7,3,1,4,1,5,5,6,3,5,2
12315906754,01/12/2021 03:18:21 AM,01/12/2021 03:35:19 AM,en,5,3,5,5,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315920878,01/12/2021 03:26:50 AM,01/12/2021 03:29:51 AM,en,5,3,5,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315910632,01/12/2021 03:21:07 AM,01/12/2021 03:21:47 AM,en,5,4,5,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315904429,01/12/2021 03:17:45 AM,01/12/2021 03:19:29 AM,en,5,2,4,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315905825,01/12/2021 03:18:31 AM,01/12/2021 03:19:28 AM,en,5,2,4,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315903089,01/12/2021 03:17:03 AM,01/12/2021 03:17:10 AM,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315881939,01/12/2021 03:05:03 AM,01/12/2021 03:16:34 AM,pt,3,2,5,5,4,4,2,Harry Styles,Fine Line,Fine Line,,2,2,3,2,4,2,2,2,2,3,2,4,3,4,4,2,1,1,1,2,1,1,2,3,3,3,1,4,1,1,1,1,1,,4,1,1,2,5,2,5,2,,9,1,27,27,27,27,3,,3,4,,3,4,7,2,5,7,6,6,4,5,6,7,3,5,3,4,2,6,5,4,3,5,7,5,5,6,2,1
12315890068,01/12/2021 03:09:43 AM,01/12/2021 03:10:47 AM,en,3,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315885354,01/12/2021 03:07:14 AM,01/12/2021 03:10:44 AM,en,4,4,4,5,5,5,4,Mac Miller,2009,Swimming,,4,3,3,3,3,2,3,3,4,4,4,4,3,4,4,4,2,4,2,4,1,1,4,4,4,4,1,2,1,1,4,3,1,,4,5,5,4,5,5,4,5,,15,2,185,185,185,185,4,,2,1,,1,4,7,7,6,6,4,3,5,3,6,7,5,5,5,7,5,7,3,5,5,1,6,6,7,5,5,2
12315876312,01/12/2021 03:02:26 AM,01/12/2021 03:02:40 AM,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315850410,01/12/2021 02:49:07 AM,01/12/2021 02:58:43 AM,en,5,2,5,4,3,2,4,Queen,Bohemian Rhapsody,,,3,1,2,3,3,4,3,4,4,4,1,2,4,2,4,4,2,3,3,3,1,1,4,2,1,2,1,4,2,1,2,4,3,,3,3,3,4,2,4,1,4,"It's not my favourite piece by queen, but it's such a universal piece of music that everyone knows it, and there's such a sense of belonging, energy and togetherness from belting it out, even if it's an awful rendition. More recently it has become somewhat tinged with nostalgia and somewhat sadness, due to the coronavirus meaning that singing in large gatherings just  isn't possible, and it's a reminder of when it was. ",13,2,1,1,1,1,4,,2,1,,2,4,1,2,6,5,2,1,4,1,7,6,7,7,5,6,4,5,6,5,3,1,7,1,6,6,3,1
12315845296,01/12/2021 02:46:29 AM,01/12/2021 02:55:50 AM,en,5,5,4,4,4,4,2,deadmau5,Strobe,,,2,2,2,1,4,4,4,4,4,4,3,2,2,2,4,3,2,2,2,1,1,3,3,2,1,3,2,4,2,1,3,4,2,,4,3,5,3,4,4,4,3,,17,2,1,1,1,1,2,,3,7,,1,4,3,4,5,5,4,3,4,2,5,5,4,5,3,4,3,6,4,6,5,5,5,6,6,5,5,4
12315855129,01/12/2021 02:51:33 AM,01/12/2021 02:52:32 AM,en,5,4,4,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315834584,01/12/2021 02:41:14 AM,01/12/2021 02:52:23 AM,en,5,1,4,4,4,2,1,Architects,Black Lungs,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,,5,3,1,1,3,1,3,1,,11,2,10,10,10,10,2,,2,4,,2,3,7,7,7,7,6,3,3,2,5,4,2,1,2,2,1,2,2,5,7,4,5,6,3,1,3,5
12315815174,01/12/2021 02:32:10 AM,01/12/2021 02:47:40 AM,en,5,3,5,5,3,5,4,Wolfheart ,Boneyard,Tyhyys,,1,1,1,1,4,4,1,2,2,4,3,3,4,3,4,3,2,3,2,1,1,3,1,3,2,4,1,4,3,1,1,3,2,,2,3,3,3,5,3,2,2,"It connects with me and I feel so many emotions when I listen to it. Even if the emotions aren't all good, I love that it has that effect. ",27,1,185,185,185,185,0,Law school,3,1,,3,4,3,2,5,6,7,3,4,6,5,7,7,7,6,7,6,6,3,6,3,7,6,6,6,6,3,7
12315811194,01/12/2021 02:30:26 AM,01/12/2021 02:39:33 AM,en,5,2,4,3,3,3,3,Mandolin Orange,Unknown Legend,,https://www.youtube.com/watch?v=ZWW3KkTWn94&list=RDZWW3KkTWn94&start_radio=1,3,2,4,3,3,2,2,2,3,4,3,3,4,4,4,3,4,4,2,2,1,1,3,3,1,4,1,2,1,1,4,2,1,,4,5,1,3,5,3,2,1,been obsessed with this song for months,21,2,185,185,185,185,5,,2,4,,2,3,6,6,6,6,4,2,1,4,6,7,6,6,5,5,4,5,2,5,7,2,6,6,4,2,6,2
12315826633,01/12/2021 02:37:22 AM,01/12/2021 02:38:01 AM,fi,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315816869,01/12/2021 02:33:02 AM,01/12/2021 02:37:32 AM,en,5,4,5,3,4,5,2,Pink,Try,,,1,2,2,3,4,4,3,4,4,2,3,1,3,3,4,4,1,3,1,2,1,1,2,1,1,2,1,4,1,1,2,4,2,,4,1,3,5,4,4,4,2,,14,1,185,185,185,185,4,,3,4,,3,4,6,6,7,7,5,2,4,2,7,5,4,5,4,3,5,4,1,3,7,5,6,7,7,1,5,2
12315819364,01/12/2021 02:34:01 AM,01/12/2021 02:35:09 AM,en,3,5,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315781423,01/12/2021 02:17:58 AM,01/12/2021 02:28:07 AM,en,3,3,3,1,2,1,3,Bloc Party,Kreuzberg,,,2,2,1,2,2,2,1,1,3,3,3,2,2,2,3,3,3,2,2,1,1,1,2,1,1,3,1,1,1,1,2,1,1,,3,1,4,2,3,1,1,3,,23,1,10,10,65,10,6,,1,1,,3,2,7,6,5,6,7,1,3,6,2,5,6,6,5,6,3,6,1,5,7,5,6,7,5,1,7,3
12315749219,01/12/2021 02:04:12 AM,01/12/2021 02:14:36 AM,en,3,2,5,5,3,4,5,Knuckle Puck,Gone,Shapeshifter,,1,1,2,1,1,3,1,1,2,4,3,3,3,3,3,3,2,1,1,2,2,3,3,4,3,2,1,4,3,2,3,1,2,,4,2,2,3,5,4,3,2,"It's one of my most listened to tracks, and stirs up a lot in me",21,2,123,123,11,123,4,,2,1,,2,4,2,4,5,5,5,2,2,2,5,6,5,7,7,7,7,6,1,1,2,6,4,7,5,5,5,5
12315748506,01/12/2021 02:03:57 AM,01/12/2021 02:14:07 AM,en,5,5,4,3,5,3,4,Jerry Goldsmith,"Suite From Mulan - From ""Mulan""/Score",,https://www.youtube.com/watch?v=DTKV9x6dphc,2,1,3,1,4,3,4,4,2,2,2,1,3,3,3,4,3,3,1,2,1,2,2,1,2,4,1,4,2,1,1,4,2,,1,4,2,1,5,3,1,1,"I get goosebumps almost everytime I listen to it, it's such a beautiful piece. While everyone knows the Mulan songs with lyrics, this piece has no lyrics and is fully orchestrated, which increases the impact of the music on me. I think it's my favorite piece on my movie soundtrack/classical playlist, which has around 65 tracks",11,1,185,185,185,185,0,getting my bachelor's next year,2,4,,3,4,5,3,6,5,3,5,4,6,6,5,7,6,3,3,3,5,7,3,2,1,5,1,5,5,3,3
12315732236,01/12/2021 01:57:11 AM,01/12/2021 02:10:53 AM,en,5,1,5,4,3,4,2,Phil Ochs,Flower Lady,Live In Montreal 10/22/66,https://www.youtube.com/watch?v=dyagF0HUc88,3,3,1,3,2,4,3,1,4,4,4,1,3,2,2,3,3,3,3,3,1,1,2,1,1,4,1,2,1,1,4,1,2,,5,5,3,5,3,2,4,3,"I have some ""harsher"" songs I could've used that I love equally (more so for their lyrics), but I've considered this one my favorite song for awhile now. I become completely happy when I listen to this song, like everything becomes brighter. I've also formed several friendships based on this artist's music.",9,1,185,185,185,185,2,,3,4,,2,4,4,3,5,3,7,5,2,3,4,6,5,4,3,2,2,4,4,5,3,2,6,5,6,6,6,3
12315741558,01/12/2021 02:01:04 AM,01/12/2021 02:09:23 AM,en,5,2,3,5,4,4,3,Phoebe Bridgers,I Know The End,Punisher,,2,1,1,2,3,4,4,3,2,4,2,2,4,4,4,3,2,4,2,1,1,2,4,2,3,4,1,4,2,2,3,3,2,,5,2,3,2,5,3,4,3,It just has so much raw emotion in both the lyrics and the instrumentals even just thinking about it my body physically reacts to the power of the song,12,1,185,185,185,185,4,,2,4,,3,4,6,6,6,7,7,4,3,6,5,7,6,6,3,2,1,2,3,5,7,6,7,5,7,1,5,1
12315739250,01/12/2021 02:00:04 AM,01/12/2021 02:08:14 AM,en,4,3,5,3,4,4,3,The Cure,Disintegration ,Disintegration ,,2,1,2,2,2,2,1,2,2,3,2,3,3,4,3,2,4,3,2,1,2,2,2,3,3,3,3,2,2,2,3,1,2,,4,4,3,5,5,3,4,2,"It's my favourite song, very pleasing to the ear",9,3,33,33,33,33,2,,3,4,,2,4,6,6,6,7,5,3,5,5,5,6,2,6,1,2,1,2,3,5,5,6,6,5,5,4,3,2
12315743721,01/12/2021 02:01:57 AM,01/12/2021 02:08:14 AM,en,4,5,5,4,5,3,4,Troye Sivan,Wild,Blue Neighbourhood,,2,1,3,1,2,3,2,2,3,4,4,4,4,4,4,2,4,4,1,1,2,2,4,4,4,4,2,3,1,2,3,1,2,,4,5,4,4,5,5,4,4,,12,1,141,77,141,77,5,,2,4,,2,4,3,2,5,5,6,5,4,6,6,7,7,7,4,3,2,5,7,5,4,7,7,5,7,3,5,5
12315734620,01/12/2021 01:58:10 AM,01/12/2021 02:07:23 AM,en,5,3,4,5,4,2,4,Seventeen,Habit,,,4,2,2,3,4,4,4,4,3,3,2,3,4,4,4,2,4,4,4,2,2,4,3,4,3,4,1,2,1,2,4,1,1,,5,2,2,4,5,3,2,5,,11,1,185,185,185,185,4,,4,4,,1,4,5,5,6,4,5,2,4,3,4,7,5,4,4,4,4,6,2,2,5,5,6,6,7,1,3,2
12315740753,01/12/2021 02:00:47 AM,01/12/2021 02:01:32 AM,en,5,4,4,3,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315719494,01/12/2021 01:51:59 AM,01/12/2021 01:52:28 AM,en,5,4,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315654988,01/12/2021 01:25:17 AM,01/12/2021 01:46:16 AM,en,1,3,3,2,2,1,1,Stephen Foster,Beautiful Dreamer,,,4,1,3,4,3,2,2,1,3,3,4,2,3,4,4,4,4,4,2,3,1,1,3,2,2,4,1,1,1,1,4,1,1,,4,1,4,1,3,2,1,1,I used to sing this song to my daughter every night before bed and it brings these memories of holding her while she falls asleep next to me. I don't listen to it that much but it is very important to me,19,1,185,185,185,185,3,,1,1,,2,2,7,6,6,2,6,4,7,2,6,5,1,2,7,7,4,3,2,5,7,4,6,5,4,1,5,3
12315630485,01/12/2021 01:15:16 AM,01/12/2021 01:41:57 AM,es,5,3,4,4,4,3,3,Pedro Guerra,Greta,Disco Golosina ,,2,4,3,4,4,3,4,4,4,3,4,1,2,1,2,3,3,4,3,2,1,1,4,1,1,4,1,3,1,2,4,4,1,"Vínculo, unión, amor",4,3,3,2,3,3,3,4,Porque me recuerda a un momento especial ,34,1,1,1,1,1,3,,2,2,,1,4,7,6,6,7,3,2,1,1,7,7,7,7,6,5,5,7,6,6,7,3,6,5,7,1,6,2
12315662115,01/12/2021 01:28:24 AM,01/12/2021 01:41:46 AM,en,4,3,5,3,5,3,2,Katey Sagal ,Daddy's Girl,Room,,2,3,2,2,3,2,4,1,3,3,3,2,2,4,4,3,4,4,1,2,1,1,3,2,3,1,1,1,1,1,2,1,3,,5,3,5,2,4,2,4,5,It was the one that randomly came up in my playlist,29,1,185,185,185,185,2,,2,1,,2,4,7,7,7,7,4,1,1,1,6,7,5,6,4,5,5,3,5,5,5,3,3,3,3,3,5,5
12315666458,01/12/2021 01:30:20 AM,01/12/2021 01:36:17 AM,en,4,3,3,3,3,4,2,John Williams,Hedwig's Theme,,,1,1,1,1,1,4,1,2,3,3,2,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,3,2,1,,1,2,3,1,1,1,1,1,,18,1,10,10,10,10,4,,4,4,,2,4,6,6,6,6,4,4,4,3,4,3,5,4,3,4,3,5,2,3,6,4,5,4,4,3,4,2
12315649707,01/12/2021 01:23:21 AM,01/12/2021 01:28:04 AM,en,4,2,4,3,2,4,3,Garbage,The Trick Is To Keep Breathing,,,2,1,4,4,4,1,2,1,2,2,2,3,2,3,4,2,3,2,1,1,2,1,2,3,3,3,1,1,1,2,2,1,1,,5,1,2,1,4,1,4,1,"it's one of my favourite songs, ive listened to it to comfort me through many a mental breakdown and to keep me going through some dark dark places",15,1,65,65,65,65,4,,2,4,,2,4,6,6,7,7,5,2,2,5,5,5,5,6,6,5,5,3,3,5,5,6,6,3,5,5,5,1
12315656653,01/12/2021 01:26:09 AM,01/12/2021 01:26:56 AM,en,4,3,5,3,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12315623027,01/12/2021 01:12:38 AM,01/12/2021 01:20:35 AM,en,5,3,4,5,4,4,2,Set It Off,Wolf in Sheep's Clothing,Duality,https://www.youtube.com/watch?v=yQLKmzkhuuI,2,1,2,1,3,2,1,1,1,2,1,1,3,2,2,4,1,1,2,2,3,3,1,3,3,2,1,3,3,3,1,2,1,,4,3,4,3,3,2,2,1,"I chose this piece, because it was the first song I can remember actually paying attention to and enjoying rather than just listening to.",6,2,185,185,185,185,2,,2,4,,2,4,5,6,7,5,4,3,2,4,4,4,6,4,2,2,1,4,3,6,2,5,5,5,5,7,2,6
12315636145,01/12/2021 01:17:58 AM,01/12/2021 01:18:38 AM,en,3,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
